,original_date,update_date,county_city,originating_agency,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num,subject,priority,worked_by,overall_status,assignment_status,assigned_to,original_dt,update_dt,subject_split,subject_std
1054,03/13/202008:13:59,03/21/202016:46:56,WhatcomBellingham,PeaceHealth,PeaceHealth­031220­001WA­20203138487,WA­20203138487,,"Gown,Disposable /Mask,Procedure /Goggles,Safety /Glasses,Safety /Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"gown,disposable",Gowns
1054,03/13/202008:13:59,03/21/202016:46:56,WhatcomBellingham,PeaceHealth,PeaceHealth­031220­001WA­20203138487,WA­20203138487,,"Gown,Disposable /Mask,Procedure /Goggles,Safety /Glasses,Safety /Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"mask,procedure",Masks
1054,03/13/202008:13:59,03/21/202016:46:56,WhatcomBellingham,PeaceHealth,PeaceHealth­031220­001WA­20203138487,WA­20203138487,,"Gown,Disposable /Mask,Procedure /Goggles,Safety /Glasses,Safety /Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"goggles,safety",Goggles/Glasses
1054,03/13/202008:13:59,03/21/202016:46:56,WhatcomBellingham,PeaceHealth,PeaceHealth­031220­001WA­20203138487,WA­20203138487,,"Gown,Disposable /Mask,Procedure /Goggles,Safety /Glasses,Safety /Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"glasses,safety",Goggles/Glasses
1054,03/13/202008:13:59,03/21/202016:46:56,WhatcomBellingham,PeaceHealth,PeaceHealth­031220­001WA­20203138487,WA­20203138487,,"Gown,Disposable /Mask,Procedure /Goggles,Safety /Glasses,Safety /Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"shield, face",Face Shield
1055,03/09/202014:29:27,03/21/202016:46:47,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265Whatcom 0008(Alderwood),WA­20203914451,,"Mask, N95 /Mask,Procedure /Shield, Face /Gown,Disposable /Alcohol /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-09,2020-03-21,"mask, n95",Masks
1055,03/09/202014:29:27,03/21/202016:46:47,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265Whatcom 0008(Alderwood),WA­20203914451,,"Mask, N95 /Mask,Procedure /Shield, Face /Gown,Disposable /Alcohol /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-09,2020-03-21,"mask,procedure",Masks
1055,03/09/202014:29:27,03/21/202016:46:47,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265Whatcom 0008(Alderwood),WA­20203914451,,"Mask, N95 /Mask,Procedure /Shield, Face /Gown,Disposable /Alcohol /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-09,2020-03-21,"shield, face",Face Shield
1055,03/09/202014:29:27,03/21/202016:46:47,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265Whatcom 0008(Alderwood),WA­20203914451,,"Mask, N95 /Mask,Procedure /Shield, Face /Gown,Disposable /Alcohol /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-09,2020-03-21,"gown,disposable",Gowns
1055,03/09/202014:29:27,03/21/202016:46:47,WhatcomBellingham,WhatcomCountyHealthDepartment,20­0265Whatcom 0008(Alderwood),WA­20203914451,,"Mask, N95 /Mask,Procedure /Shield, Face /Gown,Disposable /Alcohol /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-09,2020-03-21,alcohol,
1056,03/07/202014:48:16,03/21/202016:46:38,WhatcomBellingham,Mt BakerCare Center,Whatcom 0007(Mt BakerCare Center),WA­20203714432,,"Gown,Disposable /Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-07,2020-03-21,"gown,disposable",Gowns
1056,03/07/202014:48:16,03/21/202016:46:38,WhatcomBellingham,Mt BakerCare Center,Whatcom 0007(Mt BakerCare Center),WA­20203714432,,"Gown,Disposable /Shield, Face",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-07,2020-03-21,"shield, face",Face Shield
1057,03/07/202012:17:51,03/21/202016:46:17,WhatcomBellingham,PeaceHealth,PeaceHealth­030629­001Whatcom­0006(PeaceHealth),WA­20203712995,,"Mask, N95/Mask,Procedure /HandSanitizer /Gown,Disposable /PAPR Hood /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-07,2020-03-21,"mask, n95",Masks
1057,03/07/202012:17:51,03/21/202016:46:17,WhatcomBellingham,PeaceHealth,PeaceHealth­030629­001Whatcom­0006(PeaceHealth),WA­20203712995,,"Mask, N95/Mask,Procedure /HandSanitizer /Gown,Disposable /PAPR Hood /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-07,2020-03-21,"mask,procedure",Masks
1057,03/07/202012:17:51,03/21/202016:46:17,WhatcomBellingham,PeaceHealth,PeaceHealth­030629­001Whatcom­0006(PeaceHealth),WA­20203712995,,"Mask, N95/Mask,Procedure /HandSanitizer /Gown,Disposable /PAPR Hood /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-07,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1057,03/07/202012:17:51,03/21/202016:46:17,WhatcomBellingham,PeaceHealth,PeaceHealth­030629­001Whatcom­0006(PeaceHealth),WA­20203712995,,"Mask, N95/Mask,Procedure /HandSanitizer /Gown,Disposable /PAPR Hood /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-07,2020-03-21,"gown,disposable",Gowns
1057,03/07/202012:17:51,03/21/202016:46:17,WhatcomBellingham,PeaceHealth,PeaceHealth­030629­001Whatcom­0006(PeaceHealth),WA­20203712995,,"Mask, N95/Mask,Procedure /HandSanitizer /Gown,Disposable /PAPR Hood /",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-07,2020-03-21,papr hood,
1058,03/18/202010:45:46,03/21/202016:45:16,LincolnDavenport,LincolnHospitalDistrict 3,WA­202031810885,WA­202031810885,,"Mask, N95, /Mask,procedure",IncidentStabilization,County,Assigned,Completed,Logistics Section,2020-03-18,2020-03-21,"mask, n95,",Masks
1058,03/18/202010:45:46,03/21/202016:45:16,LincolnDavenport,LincolnHospitalDistrict 3,WA­202031810885,WA­202031810885,,"Mask, N95, /Mask,procedure",IncidentStabilization,County,Assigned,Completed,Logistics Section,2020-03-18,2020-03-21,"mask,procedure",Masks
1059,03/18/202017:38:07,03/21/202016:45:07,LewisMossyrock,Lewis CountyDEM LC FireDistrict #3,Lewis­202031011566,WA­202031817997,,N­95 Mask/Gowns/ FaceShields/SanitizingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,n­95 mask,Masks
1059,03/18/202017:38:07,03/21/202016:45:07,LewisMossyrock,Lewis CountyDEM LC FireDistrict #3,Lewis­202031011566,WA­202031817997,,N­95 Mask/Gowns/ FaceShields/SanitizingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,gowns,Gowns
1059,03/18/202017:38:07,03/21/202016:45:07,LewisMossyrock,Lewis CountyDEM LC FireDistrict #3,Lewis­202031011566,WA­202031817997,,N­95 Mask/Gowns/ FaceShields/SanitizingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,faceshields,
1059,03/18/202017:38:07,03/21/202016:45:07,LewisMossyrock,Lewis CountyDEM LC FireDistrict #3,Lewis­202031011566,WA­202031817997,,N­95 Mask/Gowns/ FaceShields/SanitizingWipes,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-18,2020-03-21,sanitizingwipes,Disinfectant/Sanitizer
1060,03/17/202011:53:02,03/21/202016:44:55,LewisMorton,Lewis CountyDEM LC FireDistrict #4,WA­202031711994Lewis­202031011566,WA­202031711994,,"Mask,procedurewith eyeshield, / N95,respirators, /Water, case, /",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"mask,procedurewith eyeshield,",Masks
1060,03/17/202011:53:02,03/21/202016:44:55,LewisMorton,Lewis CountyDEM LC FireDistrict #4,WA­202031711994Lewis­202031011566,WA­202031711994,,"Mask,procedurewith eyeshield, / N95,respirators, /Water, case, /",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"n95,respirators,",
1060,03/17/202011:53:02,03/21/202016:44:55,LewisMorton,Lewis CountyDEM LC FireDistrict #4,WA­202031711994Lewis­202031011566,WA­202031711994,,"Mask,procedurewith eyeshield, / N95,respirators, /Water, case, /",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-17,2020-03-21,"water, case,",
1062,03/13/202020:27:30,03/21/202016:44:49,LewisChehalis,Lewis CountyDEM SteckMedical,Lewis ­202031011566,WA­202031320312,,"Mask,Surgical /Mask, N95 /Gloves, Exam/ HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"mask,surgical",Masks
1062,03/13/202020:27:30,03/21/202016:44:49,LewisChehalis,Lewis CountyDEM SteckMedical,Lewis ­202031011566,WA­202031320312,,"Mask,Surgical /Mask, N95 /Gloves, Exam/ HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"mask, n95",Masks
1062,03/13/202020:27:30,03/21/202016:44:49,LewisChehalis,Lewis CountyDEM SteckMedical,Lewis ­202031011566,WA­202031320312,,"Mask,Surgical /Mask, N95 /Gloves, Exam/ HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"gloves, exam",Gloves
1062,03/13/202020:27:30,03/21/202016:44:49,LewisChehalis,Lewis CountyDEM SteckMedical,Lewis ­202031011566,WA­202031320312,,"Mask,Surgical /Mask, N95 /Gloves, Exam/ HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1063,03/18/202017:26:25,03/21/202016:44:49,PierceTacoma,PierceCountyEmergencyManagement,29749,WA­202031817221,,"FEMAeffectiveComms Kits,Translationforms",IncidentStabilization,County,Assigned,Assigned,ESF 15­External Affairs,2020-03-18,2020-03-21,"femaeffectivecomms kits,translationforms",
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"gown,disposable",Gowns
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"gloves, exam,medium",Gloves
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"gloves, exam,large",Gloves
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"gloves, exam,extra large",Gloves
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,handsanitizer,Disinfectant/Sanitizer
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"disinfectant,wipes",Disinfectant/Sanitizer
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,"mask,n95",Masks
1064,03/13/202019:40:26,03/21/202016:44:49,LewisMorton,Lewis CountyDEM FireDistrict 10,Lewis ­202031011566,WA­202031319220,,"Gown,Disposable /Gloves, Exam,Medium /Gloves, Exam,Large /Gloves, Exam,Extra Large /HandSanitizer /Disinfectant,Wipes / Mask,N95 / PaperTowels",IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-13,2020-03-21,papertowels,
1066,03/23/202010:23:20,03/23/202013:17:58,PacificSouth Bend,PacificCountyEmergencyManagment,323­001323­001,WA­202032310383,,*PacificConsolidatedList,IncidentStabilization,State,Accepted,Accepted,Logistics Section,2020-03-23,2020-03-23,*pacificconsolidatedlist,
1067,03/22/202018:29:33,03/23/202013:17:19,OkanoganOkanogan,OkanoganEM,OKEM20200322­1001,WA­202032218703,,* OkanoganCountyConsolidatedList,IncidentStabilization,State,Accepted,Accepted,Logistics Section,2020-03-22,2020-03-23,* okanogancountyconsolidatedlist,
1068,03/15/202013:30:27,03/23/202013:15:30,OkanoganNespelem,ColvilleTribes,WA­202031513220,WA­202031513220,,* ColvilleTribe BulkPPE Request*,IncidentStabilization,State,Accepted,Accepted,Logistics Section,2020-03-15,2020-03-23,* colvilletribe bulkppe request*,
1069,03/16/202009:49:15,03/23/202013:13:38,KlickitatWhiteSalmon,BingenWhiteSalmonPoliceDepartment,2600010,WA­20203169863,,"Mask, N95",IncidentStabilization,County,Unassigned,,,2020-03-16,2020-03-23,"mask, n95",Masks
1070,03/16/202014:26:08,03/23/202013:13:30,KlickitatGoldendale,GoldendaleFireDepartment,260013,WA­202031614663,,"Face mask,Surgical",IncidentStabilization,County,Unassigned,,,2020-03-16,2020-03-23,"face mask,surgical",Masks
1071,03/16/202018:03:46,03/23/202013:13:17,KlickitatGoldendale,KCEMS1,260015,WA­202031618540,,"Mask, N95",IncidentStabilization,County,Unassigned,,,2020-03-16,2020-03-23,"mask, n95",Masks
1072,03/16/202018:12:59,03/23/202013:13:07,KlickitatGoldendale,KCEMS1,260019,WA­202031618459,,"Mask, N95",IncidentStabilization,County,Unassigned,,,2020-03-16,2020-03-23,"mask, n95",Masks
1073,03/17/202010:36:01,03/23/202013:12:58,KlickitatGoldendale,KCEMS1,260024,WA­202031710219,,DisposableSurgicalGowns,IncidentStabilization,County,Unassigned,,,2020-03-17,2020-03-23,disposablesurgicalgowns,Gowns
1074,03/17/202010:56:16,03/23/202013:12:47,KlickitatGoldendale,KCEMS1,260027,WA­202031710926,,DisposableSurgicalMasks,IncidentStabilization,County,Unassigned,,,2020-03-17,2020-03-23,disposablesurgicalmasks,Masks
1075,03/17/202011:14:07,03/23/202013:12:46,KlickitatGoldendale,KCEMS1,260029,WA­202031711996,,"DisposableGloves,Medical",IncidentStabilization,County,Unassigned,,,2020-03-17,2020-03-23,"disposablegloves,medical",Gloves
1076,03/17/202011:21:24,03/23/202013:12:40,KlickitatGoldendale,KCEMS1,260030,WA­202031711899,,"DisposableGloves,Medical",IncidentStabilization,County,Unassigned,,,2020-03-17,2020-03-23,"disposablegloves,medical",Gloves
1077,03/17/202011:27:37,03/23/202013:12:28,KlickitatGoldendale,KCEMS1,260031,WA­202031711248,,* KlickitatCountyConsolidatedList,IncidentStabilization,State,Accepted,Accepted,Logistics Section,2020-03-17,2020-03-23,* klickitatcountyconsolidatedlist,
1078,03/22/202016:16:57,03/23/202013:09:18,KitsapBremerton,KCDEM forTier 1 KitsapCountyEMS/HCOrgs,Kitsap ­BULK001­02,WA­202032216477,,PPE/MedicalSupplies forTier 1EMS/HC Orgs,IncidentStabilization,County,Unassigned,,,2020-03-22,2020-03-23,ppe,PPE
1078,03/22/202016:16:57,03/23/202013:09:18,KitsapBremerton,KCDEM forTier 1 KitsapCountyEMS/HCOrgs,Kitsap ­BULK001­02,WA­202032216477,,PPE/MedicalSupplies forTier 1EMS/HC Orgs,IncidentStabilization,County,Unassigned,,,2020-03-22,2020-03-23,medicalsupplies fortier 1ems,
1078,03/22/202016:16:57,03/23/202013:09:18,KitsapBremerton,KCDEM forTier 1 KitsapCountyEMS/HCOrgs,Kitsap ­BULK001­02,WA­202032216477,,PPE/MedicalSupplies forTier 1EMS/HC Orgs,IncidentStabilization,County,Unassigned,,,2020-03-22,2020-03-23,hc orgs,
1079,03/22/202018:57:36,03/23/202012:59:02,GraysHarborMontesano,Grays HarborCountyEmergencyManagement,GHC­E­1,WA­202032218427,,Grays HarborCounty EMBulk Order#2,,County,Unassigned,,,2020-03-22,2020-03-23,grays harborcounty embulk order#2,
1080,03/06/202010:47:22,03/23/202012:58:20,KingShoreline,WA DOH,DOH 0303.20,WA­202036109,,UW SEALteam,IncidentStabilization,State,On Scene,On Scene,Logistics Deploy and Planning Branch,2020-03-06,2020-03-23,uw sealteam,
1081,03/12/202014:25:27,03/23/202012:56:52,GarfieldPomeroy,GarfieldCountyHospitalDistrict,Garfield1WA­202031214518,WA­202031214518,,*GarfieldConsolidatedList,IncidentStabilization,State,Accepted,Accepted,Logistics Section,2020-03-12,2020-03-23,*garfieldconsolidatedlist,
1082,03/13/202014:15:22,03/21/202017:16:39,SnohomishEdmonds,SnohomishCountyMedicalExaminer,SNOCO ­202031314152WA­202031314152,WA­202031314152,,"21ER23,North FilterCover andHolder Kit",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"21er23,north filtercover andholder kit",
1083,03/11/202011:53:15,03/21/202017:16:29,SnohomishEverett,SnohomishHealthDistrict,SNOCO ­ WA­202031111728,WA­202031111728,,Swabs,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-11,2020-03-21,swabs,SWABS
1084,03/13/202014:10:45,03/21/202017:16:17,SnohomishEdmonds,SwedishEdmondsMedical,ED009SNOCO ­202031314199,WA­202031314199,,MaskSurgicalNo Fog ­WithShield,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,masksurgicalno fog ­withshield,Masks
1085,03/09/202018:36:12,03/21/202017:16:08,SnohomishEverett,ProvidenceEverettMedicalCenter,PRMCE010/011SnoCo­2020391863,WA­2020391863,,"Gloves,exam,large,extralarge",IncidentStabilization,County,Accepted,In TransitIn Transit,Logistics SectionLogistics Section,2020-03-09,2020-03-21,"gloves,exam,large,extralarge",Gloves
1086,02/06/202013:16:15,03/21/202017:15:45,ThurstonOlympia,WA StateDept ofHealth,NCoV0301,WA­20202613516,,Set Upteam,,State,Completed,,,2020-02-06,2020-03-21,set upteam,
1087,03/09/202018:26:44,03/21/202017:15:45,SnohomishEverett,ProvidenceEverettMedicalCenter,PRMCE002/003SnoCo­­20203918385,WA­20203918385,,"Gloves,exam,small,medium",IncidentStabilization,County,Accepted,Accepted,Logistics Section,2020-03-09,2020-03-21,"gloves,exam,small,medium",Gloves
1088,03/11/202009:42:29,03/21/202017:15:44,SnohomishEverett,SnohomishCountySheriff,Snoco­202031198,WA­202031198,,"Goggles,Safety",IncidentStabilization,County,Accepted,Accepted,Logistics Section,2020-03-11,2020-03-21,"goggles,safety",Goggles/Glasses
1089,03/09/202018:11:28,03/21/202017:15:44,SnohomishEverett,ProvidenceEverettMedicalCenter,PRMCE009SnoCo­20203918936,WA­20203918936,,"Gown,disposable,XL",IncidentStabilization,County,Accepted,Accepted,Logistics Section,2020-03-09,2020-03-21,"gown,disposable,xl",Gowns
1090,03/13/202017:35:03,03/21/202017:15:39,SnohomishMonroe,DepartmentofCorrections,00061WA­202031317432,WA­202031317432,,"Suits,Tyvek",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-13,2020-03-21,"suits,tyvek",
1091,03/09/202018:15:44,03/21/202017:15:38,SnohomishEverett,ProvidenceEverettMedicalCenter,PRMCE012/007SnoCo­20203918165,WA­20203918165,,"Mask, N95",IncidentStabilization,County,Accepted,Assigned,Logistics Section,2020-03-09,2020-03-21,"mask, n95",Masks
