,original_dt,update_dt,agency,county,city,subject,pty,worked_by,overall_stus,assignment_stus,assignee,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num
932,2020-03-14,2020-03-21,Swedish Redmond Medical,King,Redmond,"RR 288 ­ wipes,sanitizer / hand soup, foam /hand sanitizer,",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031419442, RR 288 KC­ 202031419442",WA­ 202031419442,
933,2020-03-16,2020-03-21,Aberdeen Fire Department,Grays,Harbor Aberdeen,Procedure Masks,Incident Stabilization,County,Assigned,Assigned,Logistics Section,3­16­2 GHC024,WA­ 202031611426,
934,2020-03-02,2020-03-21,King County Metro Transit,King,Seattle,Hand Sanitizer / ^,Incident Stabilization,County,Assigned,Assigned,Logistics Section,MTD­001,WA­ 20203220256,
935,2020-03-19,2020-03-21,Newport Hospital and Health Services,Pend,Oreille Cusick,"ICU Ventilators, 8",Life Saving,County,Assigned,Assigned,Logistics Section,WA­ 202031912690 WA­ 202031912690,WA­ 202031912690,
936,2020-03-16,2020-03-21,Columbia County Public Hospital District #1,Columbia,Dayton,"Ventilator, system, heat exchangers,,inhaler adapters, circuits, filters, catheters",Life Saving,County,Assigned,Assigned,Logistics Section,2020/0256/02,WA­ 202031611808,
937,2020-03-13,2020-03-21,King County DNRP WLRD,King,Seattle,"Hand Sanitizer / disinfectant, wipes",Incident Stabilization,County,Assigned,Assigned,Logistics Section,KC­ 202031315639,WA­ 202031315639,
938,2020-03-11,2020-03-21,City of Shoreline,King,Shoreline,"Disinfectant, wall mounted",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SH­ 03112020001 SH­ 03112020001,WA­ 202031112770,
939,2020-03-18,2020-03-21,PHSKC,King,Seattle,"RR 324 (DO NOT REMOVE) ­ Gown, Disposable, Adult, ISO Full ELASCUF LF YLW, 1500 / Mask, Disposable, Adult, 1870, 15 Boxes / Mask, Disposable, Adult, N95, 1500",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031816446, RR 324 KC­ 202031816446",WA­ 202031816446,
940,2020-03-08,2020-03-21,Highmark Adult Family Home,King,Renton,"mask, procedure / gown, disposable / gloves, exam / hand sanitizer",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 20203817580,WA­ 20203817580,
941,2020-03-06,2020-03-21,Woodinville Pediatrics,King,Woodinville,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­2020361778 KC­2020361778,WA­ 2020361778,
942,2020-03-16,2020-03-21,WWMG Imaging Center ­SHD,Snohomish,Everett,"Thermometer, Cover",Incident Stabilization,County,Assigned,Assigned,Logistics Section,141 Snoco­ 202031615307,WA­ 202031615307,
943,2020-03-08,2020-03-21,Kline Galland Home,King,Seattle,"Mask, Procedure / Shield, Face / Gown, Disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 20203810222 PH­ 20203810222,WA­ 20203810222,
944,2020-03-09,2020-03-21,Ballard Pediatric Clinic,King,Seattle,"Gown, Isolation",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 20203914933,WA­ 20203914933,
945,2020-03-10,2020-03-21,Tree of Health Integrative Medicine,King,Woodinville,"Mask, N95 / Goggle, Safety / Gown, Disposable, Small Medium",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 202031010438 WA­ 202031010438,WA­ 202031010438,
946,2020-03-13,2020-03-21,Swedish Mill Creek Medical,Snohomish,Everett,"Gloves, Nitrile Exam",Incident Stabilization,County,Assigned,Completed,Logistics Section,SnoCo­ 202031312281 WA­ 202031312281,WA­ 202031312281,
947,2020-03-03,2020-03-21,King County FMD,King,Seattle,"Mask, N95 / Hand Sanitizer / Wipes / Gloves, Exam, Medium / Gloves, Exam, Large / Gloves, Exam, X­ Large",Incident Stabilization,County,Assigned,Assigned,Logistics Section,KC20203312766,WA­ 20203312766,
948,2020-03-08,2020-03-21,Ellison Terrace AFH LLC,King,Renton,"Mask, N95 / Mask, Procedure / Hand Sanitizer / Gown, Isolation / Glove, Exam",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 20203815269 PH­ 20203815269,WA­ 20203815269,
949,2020-03-19,2020-03-21,City of Marysville,Snohomish,Marysville,"Shields, Face",Incident Stabilization,County,Assigned,Assigned,Logistics Section,002 SnoCo­ 202031910534,WA­ 202031910534,
950,2020-03-10,2020-03-21,City of Redmond,King,Redmond,"Gown, Disposable",Incident Stabilization,County,Assigned,Completed,Logistics Section,RED2020­001 KC­ 202031012375,WA­ 202031012375,
951,2020-03-10,2020-03-21,Faith House AFH LLC,King,Auburn,"RR 211 / mask, N95 / mask, procedure / hand sanitizer / gown, disposable / gloves, exam",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 202031010967 ­,WA­ 202031010967,
952,2020-03-06,2020-03-21,PHSKC,King,Seattle,"RR 176 / mask, procedure / gown, disposable / glasses, safety / hand sanitizer",Incident Stabilization,County,Accepted,Assigned,Logistics Section,PH­ 20203623209 KC­ 20203623209,WA­ 20203623209,
953,2020-03-10,2020-03-21,King County,King,Seattle,"Mask, N95 / Gloves, Exam / Mask, Procedure / Shield, Face",Incident Stabilization,County,Assigned,Assigned,Logistics Section,KCEMS­2020­ 0001 KC­ 202031011574,WA­ 202031011574,
954,2020-03-08,2020-03-21,Majestic Senior Care LLC,King,Kirkland,"Hand Sanitizer / Gloves, Exam / Mask, Procedure / Gown, Disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­2020381121 PH­2020381121,WA­ 2020381121,
955,2020-03-06,2020-03-21,PHSKC,King,Seattle,"Mask, N95 / Mask, Procedure / Gown, Disposable / Shield, Face / Goggles, Safety /",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 20203623733 KC­ 20203623733,WA­ 20203623733,
956,2020-03-06,2020-03-21,PHSKC,King,Seattle,"Mask, N95 / Mask, Surgical",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 20203619280 KC­ 20203619280,WA­ 20203619280,
957,2020-03-16,2020-03-21,King County Emergency Management,King,Renton,"Assessment center, Renton, High Capacity Shelter­ SME ­ TA",Incident Stabilization,State,Cancelled,Cancelled,Logistics Intergovernmental Resources Branch,KC­ 20203167963,WA­ 20203167963,
958,2020-03-19,2020-03-21,GCSO,Grant,Ephrata,"Safety Glasses / Tyvek Suits / Masks, N95",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031913464 2020­17,WA­ 202031913464,
959,2020-03-17,2020-03-21,Confluence Health/Central Washington Hospital,Chelan,Wenatchee,Swab/Transport Media,Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031717606 2020­03­17­07,WA­ 202031717606,
960,2020-03-19,2020-03-21,Okanogan EM / Fire Dist 15 EMS,Okanogan,Pateros,"Thermometer, Ear",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031911865 OKEM20200319­ 0007,WA­ 202031911865,
961,2020-03-17,2020-03-21,Chelan County Fire District #7,Chelan,Chelan,"Tyvex Suits, XXL,XL,Large, / Decon Spayers, / PPE",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 20203179852 2020­03­17­06,WA­ 20203179852,
962,2020-03-18,2020-03-21,Moses Lake Fire Department,Grant,Moses Lake,"Mask, N95, Small, 200, Medium, 200, Large, 100 / Shield, Face, 600 / Gown,Disposable, 1000",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031815771 2020­14,WA­ 202031815771,
963,2020-03-16,2020-03-21,Chelan County Fire District #3,Chelan,Leavenworth,"Goggles,Safety / Masks, Procedure / Gowns, Disposable / Sanatizer, Hand / Disenfectant, Virex Concentrate",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031614193 2020­03­16­04,WA­ 202031614193,
964,2020-03-18,2020-03-21,Bellevue Police Dept,King,Bellevue,Sanitizing Wipes ­ Disinfecting wipes,Incident Stabilization,County,Assigned,Assigned,Logistics Commercial Resource Branch,BEL­ 202031810843 KC­ 202031810843,WA­ 202031810843,
965,2020-03-19,2020-03-21,Okanogan EM / Fire Dist 15 EMS,Okanogan,Pateros,"Shield, Face, / Face Shields",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031912270 OKEM20200319­ 0009,WA­ 202031912270,
966,2020-03-18,2020-03-21,Grant County Health District,Grant,Coulee City,"Gown, disposable/mask, procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,2020­13,WA­ 202031815609,
967,2020-03-16,2020-03-21,Cashmere Fire Department,Chelan,Cashmere,"Gloves, Exam / Masks, Procedure / Goggles, Safety / Gowns, Disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031614470 2020­03­16­05,WA­ 202031614470,
968,2020-03-16,2020-03-21,Chelan County Fire District #1,Chelan,Wenatchee,"Decon Sprayer, / Sanatizing Equipment",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031616761 2020­03­16­06,WA­ 202031616761,
969,2020-03-18,2020-03-21,Grant County Health District,Grant,Moses Lake,"Gown, disposable/mask, procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,2020­12,WA­ 202031815857,
970,2020-03-16,2020-03-21,Bellevue Police Department,King,Bellevue,"Hand Sanitizer, 2oz, 1000",Incident Stabilization,County,Assigned,Accepted,Logistics Commercial Resource Branch,BE­ 202031615569 KC­ 202031615569,WA­ 202031615569,
971,2020-03-19,2020-03-21,Okanogan EM / Fire Dist 15 EMS,Okanogan,Pateros,"Gown, Disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031911165 OKEM20200319­ 0006,WA­ 202031911165,
972,2020-03-19,2020-03-21,Lake Chelan Community Hospital,Chelan,Chelan,"Gloves / Gowns, Isolation / Masks, Procedure / Sanatizer, Hand / Disinfectent, Surface",Incident Stabilization,County,Assigned,Assigned,Logistics Section,2020­03­19­10,WA­ 202031911197,
973,2020-03-18,2020-03-21,Ephrata Fire Department,Grant,Ephrata,"Shield, Face, 20",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031815558 2020­11,WA­ 202031815558,
974,2020-03-13,2020-03-21,Confluence Health ­ Central WA Hospital,Chelan,Wenatchee,"glasses, safety / shield, face / mask, procedure / mask, N95, small / gown, disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,2020­03­13­004 WA­ 202031314137,WA­ 202031314137,
975,2020-03-19,2020-03-22,Clallam County EOC,Clallam,Port Angeles,Viral test kits,Incident Stabilization,County,Assigned,Cancelled,Planning Section,WA­ 202031913878 CCEM0013,WA­ 202031913878,
976,2020-03-12,2020-03-22,Clallam County EOC,Clallam,Port Angeles,Disinfecting wipes,Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM0005,WA­ 202031211588,
977,2020-03-06,2020-03-22,Clallam County HHS,Clallam,Port Angeles,"Mask, Procedure",Incident Stabilization,County,Assigned,Cancelled,Planning Section,­ 20­0265­ Clallam­001,WA­ 20203614836,
978,2020-03-12,2020-03-22,Clallam County EOC,Clallam,Port Angeles,"mask, surgical, standard",Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM 0002,WA­ 202031211220,
979,2020-03-19,2020-03-22,Clallam County EOC,Clallam,Forks,Viral test kits,Incident Stabilization,County,Assigned,Cancelled,Planning Section,WA­ 202031910890 CCEM0012,WA­ 202031910890,
980,2020-03-13,2020-03-22,Clallam County EOC,Clallam,Port Angeles,"thermometers, no contact",Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM0008,WA­ 202031310130,
981,2020-03-12,2020-03-22,Clallam County EOC,Clallam,Port Angeles,"mask, PAPR",Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM0007,WA­ 202031212467,
982,2020-03-16,2020-03-22,CCEOC,Clallam,Port Angeles,Covid 19 test kits,Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM 0009,WA­ 202031611430,
983,2020-03-12,2020-03-22,Clallam County EOC,Clallam,Forks,"shield, face",Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM0003,WA­ 20203121179,
984,2020-03-12,2020-03-22,Clallam County EOC,Clallam,Port Angeles,GLOVES,Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM0006,WA­ 20203121287,
985,2020-03-12,2020-03-22,Clallam County EOC,Clallam,Port Angeles,Hand Sanitizer,Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM0004,WA­ 202031211425,
986,2020-03-12,2020-03-22,Clallam County EOC,Clallam,Port Angeles,"mask, N95 / mask, surgical / shields, face / gown / hand sanitizer / gloves / cleaning supplies (non­ specific)",Incident Stabilization,County,Assigned,Cancelled,Planning Section,CCEM­0001,WA­ 20203128666,
987,2020-03-17,2020-03-22,Whitman County Emergency Management,Whitman,Albion,"Masks, N95 / Gowns, Disposable",,County,Assigned,Assigned,ESF 7­Resource Management,EM­01,WA­ 202031718690,
988,2020-03-20,2020-03-22,Whitman County Emergency Management,Whitman,Colfax,NP Swabs / sanitizer,,County,Unassigned,,,3,WA­ 202032015347,
989,2020-03-19,2020-03-19,Snohomish County Sheriff's Office,Snohomish,Everett,"Mask, N95",Incident Stabilization,County,Assigned,,,SnoCo­ 202031914786,WA­ 202031914786,
990,2020-03-19,2020-03-19,Snohomish County Sheriff's Office,Snohomish,Everett,"Wipes, Disinfecting",Incident Stabilization,County,Accepted,,,SnoCo­ 202031914421,WA­ 202031914421,
991,2020-03-19,2020-03-19,Snohomish County Sheriff's Office,Snohomish,Everett,"Glasses, Safety",Incident Stabilization,County,Assigned,,,SnoCo­ 202031915538,WA­ 202031915538,
992,2020-03-19,2020-03-19,PHSKC,King,Seattle,Logistics Support Staff ­ Facilities Unit Leader,Incident Stabilization,City,Accepted,Assigned,Logistics Commercial Resource Branch,PH­2020319,WA­ 202031919616,
993,2020-02-07,2020-03-19,PHSKC,King,Seattle,RR 116 ­ Isolation Facility,Incident Stabilization,City,Assigned,Assigned,Logistics Section,PH­ 20202714734,WA­ 20202714734,
994,2020-03-19,2020-03-19,Okanogan EM / Aero Methow,Okanogan,Twisp,"Mask, N95",Incident Stabilization,County,Unassigned,,,OKEM20200316­ 0005.9,WA­ 20203198480,
995,2020-03-19,2020-03-19,Okanogan EM / Aero Methow,Okanogan,Twisp,"Mask, N95",Incident Stabilization,County,Unassigned,,,OKEM20200316­ 0005.3,WA­ 20203198566,
996,2020-03-18,2020-03-19,SC DEM,Skamania,Stevenson,PPE,Incident Stabilization,County,Unassigned,,,0001 0001,WA­ 202031813663,
997,2020-02-07,2020-03-19,PHSKC,King,Seattle,RR 024 ­ Translator,Incident Stabilization,City,Completed,Completed,Logistics Section,PH­ 20202715105,WA­ 20202715105,
998,2020-03-19,2020-03-19,Okanogan EM / Fire Dist 12 Mt Hull,Okanogan,Tonasket,"Mask, N95",Incident Stabilization,County,Unassigned,,,OKEM20200319­ 0010,WA­ 202031913871,
999,2020-03-19,2020-03-19,City of Bellevue Fire Department,King,Bellevue,Thermometers,Incident Stabilization,City,Accepted,,,BEL­ 202031914573,WA­ 202031914573,
1000,2020-03-19,2020-03-19,Douglas County Sheriff's Office,Douglas,East Wenatchee,Hand Sanitizer,Incident Stabilization,County,Unassigned,,,03­19­20 03 03­19­20 03,WA­ 202031915564,
1001,2020-03-19,2020-03-19,Bellevue Police Department,King,Bellevue,100 containers of disinfectant wipes,Incident Stabilization,County,Unassigned,,,BE­ 202031912926,WA­ 202031912926,
1002,2020-03-19,2020-03-19,Snohomish County Sheriff's Office,Snohomish,Everett,"Sanitizer, Hand",Incident Stabilization,County,Accepted,,,SnoCo­ 202031914846,WA­ 202031914846,
1003,2020-03-06,2020-03-21,WA State DOH,King,Shoreline,"Staffing, Shoreline, Deputy Logistics Section Chief",Incident Stabilization,State,Assigned,Assigned,Planning Section,DOH­T 0306.34 WA­ 20203615380,WA­ 20203615380,
1004,2020-03-06,2020-03-21,WA State DOH,King,Shoreline,"Staffing, Shoreline, Safety Officer",Incident Stabilization,State,Assigned,Assigned,Planning Section,DOH­T 0306.9 WA­ 2020368942,WA­ 2020368942,
1005,2020-03-06,2020-03-21,WA State DOH,King,Shoreline,"Staffing, Shoreline, Safety Officer",Incident Stabilization,State,Assigned,Assigned,Planning Section,DOH­T 0306.8 WA­ 2020368404,WA­ 2020368404,
1006,2020-03-13,2020-03-21,Washington Emergency Management Division,Pierce,Tacoma,"Staffing, Camp Murray, Tacoma, CISA",Incident Stabilization,State,Assigned,Accepted,Logistics Intergovernmental Resources Branch,WA­ 202031314774 WA­ 202031314774,WA­ 202031314774,
1007,2020-03-20,2020-03-21,Washington State Emergency Management,Pierce,Lakewood,OSHA Tech,Incident Stabilization,State,Assigned,Accepted,Logistics Intergovernmental Resources Branch,WA­ 202032016718,WA­ 202032016718,1591­ 110526
1008,2020-03-20,2020-03-21,Washington State Emergency Management,Pierce,Lakewood,Task Force Leader,Incident Stabilization,State,Assigned,Accepted,Logistics Intergovernmental Resources Branch,WA­ 202032015431,WA­ 202032015431,2591­ 11063
1009,2020-03-21,2020-03-21,Chelan County Emergency Management,Chelan,Wenatchee,*Chelan County Bulk PPE,Incident Stabilization,State,Accepted,Assigned,Logistics Section,2020­03­21­14 2020­03­21­14,WA­ 20203211571,
1010,2020-02-15,2020-03-21,DOH IMT,King,Shoreline,Staff for Quarantine Team / ^,Incident Stabilization,County,Completed,Completed,Planning Section,DOH 0215.10 DOH 0215­10,WA­ 202021515152,
1011,2020-03-02,2020-03-21,PHSKC,King,Seattle,RR 037 / Temp Staffing for Life Care / ^,Incident Stabilization,County,Completed,Completed,Logistics Section,PH­ 20203213283 WA­ 20203213283,WA­ 20203213283,
1012,2020-02-02,2020-03-21,WA State DOH,King,Shoreline,Transportation Coodination / ^,Incident Stabilization,County,Completed,Completed,Planning Section,NCoV0160,WA­ 20202211211,
1013,2020-02-14,2020-03-21,DOH IMT,King,Shoreline,Assistant Safety Officer / ^,Incident Stabilization,County,Completed,Completed,Planning Section,DOH,WA­ 202021415283,
1014,2020-02-14,2020-03-21,DOH IMT,King,Shoreline,Operations MCM Staff Member / ^,Incident Stabilization,County,Completed,Completed,Planning Section,DOH 0213.11 DOH 0213.11,WA­ 202021411794,
1015,2020-02-08,2020-03-21,WA State DOH,King,Shoreline,Safety Officer / ^,Incident Stabilization,County,Completed,Completed Cancelled,Planning Section,DOH 0208.01,WA­ 20202813904,
1016,2020-03-18,2020-03-21,Spokane County Sheriff,Spokane,Spokane,"60 / Cover, Boot, Tyvek, Extra­Large, 350 / Cover, Boot, Tyvek, 2XL, 90",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031814967 SCSO­006,WA­ 202031814967,
1017,2020-03-18,2020-03-21,Spokane County Sheriff,Spokane,Spokane,"Suit, Tyvek, Small, 10 / Suit, Tyvek, Medium, 50 / Suit, Tyvek, Large, 150 / Suit, Tyvek, Extra­Large, 200 / Suit, Tyvek, 2XL, 50 / Suit, Tyvek, 3XL, 30 / Suit, Tyvek, 4XL, 10",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SCSO­005,WA­ 202031814257,
